cluster_id,theme,proposition,pertinente
11,Protection de l'environnement,"Il faut stopper la pollution numérique, créer une pétition pour que les créateurs de réseaux sociaux limitent le temps d&apos;écran sur leur app",1
11,Protection de l'environnement,Il faut arrêter de privilégier l’abeille à miel qui est une abeille d’élevage intensif. Il faut faire découvrir les abeilles solitaires.,1
11,Protection de l'environnement,Il faut mettre des drapeaux francais partout où nous fabriquons afin de rendre fier le peuple de ses couleurs et de ses produits,0
11,Protection de l'environnement,Il faut faire prendre conscience que la France est de plus en plus boisée,1
11,Protection de l'environnement,Il faut communiquer et malheureusement obliger dans un 1er temps pour que l&apos;habitude se prenne,1
11,Protection de l'environnement,"Il faut ne pas systématiquement critiquer l&apos;action humaine,les chasseurs,la mécanisation les produits chimiques. On n&apos;est plus au moyen âge!",0
11,Protection de l'environnement,Il faut imposer le tri sélectif et le rendre obligatoire,1
12,Alimentation durable et végétale,"Il faut cultiver et manger bio, comme nos grands parents... Limiter la viande. Laisser les élevages grandir en pleine air sans antibiotiques",1
12,Alimentation durable et végétale,Il faut qu&apos;une part des fruits et légumes vendus soient issus de variétés et de semences libres (non brevetés par des semenciers),1
12,Alimentation durable et végétale,"Il faut avoir au moins un plat végétalien au menu de chaque lieu public où l&apos;on mange (restaurant, école, hôpital, clubs sportifs, etc.)",1
12,Alimentation durable et végétale,"Il faut intégrer les foyers de l&apos;enfance dans les dispositifs communaux de cantine verte, qu&apos;ils ne soient pas obligés de manger industriel",1
12,Alimentation durable et végétale,Il faut que les emballages de viande contiennent 1 photo du mode d&apos;élevage afin de sensibiliser et responsabiliser les consommateurs,1
12,Alimentation durable et végétale,Il faut promouvoir les produits végans et bio en les détaxant pour qu&apos;ils soient accessibles à tous.,1
12,Alimentation durable et végétale,Il faut acheter tout nos produits alimentaires à l&apos;étranger pour ne pas polluer chez nous,0
12,Alimentation durable et végétale,"Il faut que toutes les entreprises de l&apos;agroalimentaire & la GMS affichent les étiquettes Planet-score des produits, biodiversité incluse",1
12,Alimentation durable et végétale,Il faut arrêter de répéter les arguments des lobbies de l&apos;agro-alimentaire (viande-poisson) sur les méfaits de l&apos;alimentation végétale,1
12,Alimentation durable et végétale,"Il faut arrêter l’élevage intensif (550 à 700l d’eau environ pour 1kg de bœuf) et favoriser le végétal local, consommer local à bon prix",1
12,Alimentation durable et végétale,"Il faut savoir que si il n&apos;y a plus d&apos;élevage, il n&apos;y a plus d&apos;amendement organique biologique (en dehors des excréments humains).",1
12,Alimentation durable et végétale,Il faut lutter efficacement contre la surpêche et éduquer les gens : il n’y a pas que le trio saumon d’élevage - cabillaud - crevettes,1
12,Alimentation durable et végétale,Il faut développer le commerce de végétaux au lieu de la viande dans tous les magasins et supermarché pour faire prendre conscience aux gens,1
12,Alimentation durable et végétale,Il faut que l&apos;être humain reste à sa place dans la chaîne alimentaire. Préservons la santé publique : manger des insectes est préjudiciable.,0
12,Alimentation durable et végétale,"Il faut rendre clairement visible la provenance de la viande (boeuf, porc, poulet etc) et les conditions d&apos;élevage dans les plats préparés",1
12,Alimentation durable et végétale,"Il faut retrouver l&apos;équilibre d&apos;autant, les talus, les bouteilles de verre consignés et surtout manger local et taxer les autres.",1
12,Alimentation durable et végétale,"Il faut adhérer à des assos écolos pour s&apos;informer et faire ce qu&apos;on peut chacun à son niveau (tri sélectif  compost, manger bio, etc.)",1
12,Alimentation durable et végétale,Il faut que les restaurants proposent plus de menus végétariens ou vegan pour promouvoir et familiariser cette option alimentaire.,1
12,Alimentation durable et végétale,Il faut diminuer notre impact inutile ( déchets dont alimentaires) qui pollue les milieux naturels : manger moins et mieux.,1
12,Alimentation durable et végétale,"Il faut réduire mais pas interdire, il faudra produire en quantité suffisante pour nous nourrir, attention à notre souveraineté alimentaire",1
13,Préservation des forêts,"Il faut couper des arbres pour construire écologique, ce n&apos;est que la logique",0
13,Préservation des forêts,Il faut arrêter d&apos;abattre des arbres sains pour en replanter des jeunes qui ont un taux de mortalité élevé.,1
13,Préservation des forêts,Il faut interdire le chauffage au bois et l&apos;exploitation forêt dans cette optique,1
13,Préservation des forêts,Il faut replanter ou laisser repousser les arbres dans les champs utilisés pour les cultures intensives destinées aux carburants dits verts.,1
13,Préservation des forêts,"Il faut savoir qu&apos;il y a en France 70 % de forêts en plus aujourd&apos;hui qu&apos;en 1908,  soit 31 % de la superficie Française",1
13,Préservation des forêts,Il faut que l&apos;urbanisme et les législateurs cessent de détourner le regard lorsque des arbres vont être coupés pour faire des constructions.,1
13,Préservation des forêts,"Il faut un permis d&apos;arracher un arbre pour toute aide publique à la replantation : arbre replanté assez grand, variétés liées à la région",1
13,Préservation des forêts,Il faut obliger les entreprises de travaux publics à préserver les systèmes racinaires des arbres : trop souvent ils meurent après travaux,1
13,Préservation des forêts,Il faut que les propriétaires de forêts donnent les dates en avance aux mairies pour planification: gibier pas chassé d&apos;une grande zone,1
13,Préservation des forêts,Il faut empêcher que macadam et béton remplacent pelouses/haies/arbres des jardin des particuliers pour cause de coût d’entretien (prime),1
13,Préservation des forêts,Il faut réduire l&apos;abattage des arbres en forêt pour augmenter le captage CO2,1
13,Préservation des forêts,Il faut limiter la compensation financière sur les travaux de déboisement et privilégier la compensation par plantation.,1
13,Préservation des forêts,Il faut choisir des produits en bois issu de forêts durablement gérées.,1
13,Préservation des forêts,"Il faut obliger les communes à restituer les bosquets, stopper l&apos;abattage des arbres et planter des arbustes et les vivaces",1
13,Préservation des forêts,"Il faut que toute destruction d&apos;un arbre conduise à replanter 2 arbres au moins, au frais de celui qui a provoqué la destruction.",1
13,Préservation des forêts,Il faut interdire les coupes rasés de forêt sachant que ça n&apos;est pas plus productif,1
13,Préservation des forêts,"Il faut arrêter de détruire des forêts vivantes, diversifiées pour planter à la place des monocultures de résineux",1
13,Préservation des forêts,Il faut établir des inventaires des arbres dans toutes les communes et engager des plans d’entretien d&apos;adaptation/renouvellement/extension,1
13,Préservation des forêts,Il faut ré-implanter des bois et des forêts,1
13,Préservation des forêts,Il faut mettre 30% de la surface des forêts domaniales en réserve intégrale et au moins 10% des terres agricoles en réserves naturelles.,1
14,Préservation de la biodiversité,Il faut privilégier l&apos;aménagement végétal et/ou naturel des berges des rivières plutôt que l&apos;imperméabilisation.,1
14,Préservation de la biodiversité,Il faut sanctuariser nos parcs naturels pour en faire des réserves de biodiversité et des havres de paix pour notre faune.,1
14,Préservation de la biodiversité,"Il faut protéger la nature où qu&apos;elle soit : dans les zones protégées, dans les champs, dans les forêts cultivées, dans les villes, etc.",1
14,Préservation de la biodiversité,Il faut restaurer 30% du territoire national dégradé d’ici 2030 pour freiner l’effondrement de la biodiversité,1
14,Préservation de la biodiversité,Il faut généraliser la protection de toutes les espèces sauvages indigènes (destruction ou atteinte soumise à autorisation administrative).,1
14,Préservation de la biodiversité,"Il faut impérativement restaurer des corridors verts, pour que la faune puisse librement circuler et ainsi éviter la consanguinité.",1
14,Préservation de la biodiversité,"Il faut préserver les dernières zones humides qui restent, et les restaurer quand c&apos;est possible",1
14,Préservation de la biodiversité,Il faut augmenter considérablement les moyens alloués à la restauration des milieux naturels dégradés,1
14,Préservation de la biodiversité,Il faut sanctuariser des espaces naturels dans chaque commune de France.&#10;Cela débuterait par un inventaire citoyen des espaces à préserver.,1
14,Préservation de la biodiversité,Il faut protéger et restaurer les écosystèmes présents sur nos littoraux,1
14,Préservation de la biodiversité,"Il faut changer la vision ""terres protégées"" et ""celles autorisées aux activités humaines"". La nature ne peut pas être sous cloche.",1
14,Préservation de la biodiversité,"Il faut recréer des continuités biologiques à tous les échelons paysagers, des plus locaux au plus vastes",1
14,Préservation de la biodiversité,Il faut protéger les zones de reproduction des espèces menacées.,1
14,Préservation de la biodiversité,"Il faut penser l&apos;intégration des espèces avec l&apos;humain, là ou on ne peut préserver les zones protégées notamment dans les jardins privés",1
14,Préservation de la biodiversité,Il faut favoriser le retour des castors -les zones humides créées par les castors font revenir une faune variée et freinent le réchauffement,1
14,Préservation de la biodiversité,Il faut que dans chaque espace vert personnel ou publique une partie importante soit laissée à la nature pour développer la biodiversité,1
14,Préservation de la biodiversité,"Il faut préserver les zones humides (lacs, marres, cours d&apos;eau...)",1
14,Préservation de la biodiversité,Il faut laisser le vivant dans des zones protégées des humains pour conserver la bio diversité  intacte comme en Guyane,1
14,Préservation de la biodiversité,"Il faut créer beaucoup plus de zones ""intouchables"" pour laisser la nature se régénérer (rewilding en anglais)",1
14,Préservation de la biodiversité,"Il faut étendre davantage la surface des parcs nationaux, régionaux et départementaux.",1
15,Protection de la biodiversité,"Il faut garder un maximum d&apos;espaces herbacés en libre évolution avec une à deux fauches annuelles, seulement. C&apos;est une question d&apos;éducation",1
15,Protection de la biodiversité,"Il faut informer, éduquer les propriétaires de jardin sur l’urgence de faire revenir la biodiversité chez eux, ex :moins de tonte de taille.",1
15,Protection de la biodiversité,Il faut généraliser au niveau des mairies les concours de jardins individuels les plus riches en biodiversité rare.,1
15,Protection de la biodiversité,"Il faut que dans chaque jardin ou balcon de France, le citoyen soit obligé d&apos;installer un nichoir ou une mangeoire pour attirer les oiseaux.",1
15,Protection de la biodiversité,Il faut arrêter la multiplication des ruchers domestiques pour laisser un espace vital aux pollinisateurs sauvages.,1
15,Protection de la biodiversité,"Il faut planter des arbres/buissons et fleurs locales, pour décorer les villes, plutôt que des plamiers et fleurs exotiques inutiles",1
15,Protection de la biodiversité,"Il faut planter des arbres fruitiers, même petits : framboises, groseilles, mûres, ... En appartement sur mon balcon c&apos;est possible",1
15,Protection de la biodiversité,Il faut créer des fermes partagées et des serres partagées,1
15,Protection de la biodiversité,Il faut installer des ruches dans toutes les communes et en favoriser l’installation chez les particuliers. Les abeilles sont essentielles!,1
15,Protection de la biodiversité,Il faut des potagers en permaculture dans les écoles,1
15,Protection de la biodiversité,Il faut enseigner et promouvoir la teinture naturelle à base de plantes locales,1
15,Protection de la biodiversité,"Il faut planter au minimum des fleurs, au mieux des arbres sur un maximum de pelouses et terrains en friche des villes et villages.",1
15,Protection de la biodiversité,Il faut plus d&apos;espaces verts et d&apos;arbres dans les villages et villes françaises.,1
15,Protection de la biodiversité,Il faut planter un arbre dans les espaces verts de la ville ou dans un bosquet proche à la naissance de chaque enfant dans la commune.,1
15,Protection de la biodiversité,"Il faut que l&apos;Etat favorise les semis de plantes mellifères pour les abeilles partout autour des pâturages, grandes cultures, 5 à 10 mètres!",1
15,Protection de la biodiversité,Il faut implanter des ruches dans les.villes,1
15,Protection de la biodiversité,"Il faut lancer une campagne de sensibilisation sur les pelouses et mauvaises herbes, un peu sur le modèle de la campagne des ""fruits moches""",1
15,Protection de la biodiversité,Il faut débitumer là oû ce n&apos;est pas nécessaire : plus d&apos;arbre et de verdure = retour des oiseaux et petits animaux ! Et de fraicheur !,1
15,Protection de la biodiversité,"Il faut dédiaboliser les ""mauvaises herbes"" qui sont bien souvent les plus intéressantes pour la faune indigène.",1
15,Protection de la biodiversité,Il faut faire des jardins et faire des activités de jardinage obligatoires chaque année de l&apos;école maternelle au lycée.,1
16,Réduction de la pollution lumineuse,"Il faut éteindre toutes les enseignes, vitrines de boutique la nuits et limiter la luminosité en journée (trop agressif pour les yeux)",1
16,Réduction de la pollution lumineuse,Il faut diviser par 2 les systèmes d’éclairage dans les grandes villes la nuit sur un créneau horaire (exemple : de 2h à 5h du matin),1
16,Réduction de la pollution lumineuse,"Il faut veiller à ne pas perturber les animaux nocturnes en éteignant les lumières des villes (économie d&apos;énergie, observation des étoiles)",1
16,Réduction de la pollution lumineuse,Il faut éteindre complètement les enseignes la nuit sur un créneau horaire (exemple : de 2h à 6h du matin),1
16,Réduction de la pollution lumineuse,"Il faut imposer l&apos;installation de lampadaires à déclenchement de passage, par exemple dans les parkings privés.",1
16,Réduction de la pollution lumineuse,Il faut réduire la taille des lampadaires placés trop haut et qui éclairent uniquement le sol,1
16,Réduction de la pollution lumineuse,Il faut réduire la pollution lumineuse.,1
16,Réduction de la pollution lumineuse,Il faut éteindre toutes les lumières des lieux inactifs la nuit.,1
16,Réduction de la pollution lumineuse,"Il faut limiter la pollution lumineuse: lampadaires dirigés vers le sol, pas de LED, baisser l&apos;intensité la nuit etc",1
16,Réduction de la pollution lumineuse,"Il faut réduire l&apos;éclairage la nuit (vitrines allumées non stop, éclairages voies publiques sans passage, etc.) car trouble nocturne faune",1
16,Réduction de la pollution lumineuse,Il faut réglementer le recours aux feux d&apos;artifices (récurrence et zone),1
16,Réduction de la pollution lumineuse,"Il faut autoriser en milieu urbain, exclusivement l&apos;éclairage nocturne des enseignes fonctionnant à 100 % aux énergies renouvelables.",1
16,Réduction de la pollution lumineuse,Il faut remplacer les ampoules d&apos;éclairage public par des couleurs jaunes/rouges pour permettre l&apos;orientation des nocturnes (chauve-souris).,1
16,Réduction de la pollution lumineuse,Il faut quand il n&apos;y a plus de lumières en ville pouvoir éclairer le piéton sur son passage,0
16,Réduction de la pollution lumineuse,"Il faut limiter les nuisances sonores inutiles (sons et lumières violents  perturbateurs faune et flore) : soufflage de feuilles, klaxons",0
16,Réduction de la pollution lumineuse,Il faut généraliser l&apos;interdiction à la campagne de l&apos;éclairage public nocturne.,1
16,Réduction de la pollution lumineuse,Il faut obliger toutes les communes à lutter contre la pollution lumineuse. Extinction de l’éclairage public la nuit à partir de minuit.,1
16,Réduction de la pollution lumineuse,"Il faut réduire l&apos;intensité sonore des feux d&apos;artifice, trop d&apos;oiseaux succombent aux ondes sonores élevées provoquées par les détonations.",0
16,Réduction de la pollution lumineuse,Il faut mettre des capteurs de mouvement pour les éclairages publics qui doivent être tous être éteints une fois les restaurants fermés.,1
16,Réduction de la pollution lumineuse,Il faut réduire la vitesse de circulation la nuit pour limiter les dégâts aux animaux sauvages.,0
17,Développement durable local,Il faut plus de financements pour les structures environnementales et ainsi favoriser le salariat au bénévolat !,1
17,Développement durable local,Il faut une aide nationale à la végétalisation des rues/façades et militer auprès des Bâtiments de France pour lever certaines restrictions,1
17,Développement durable local,"Il faut instaurer l&apos;écologie pratique et conviviale : école, travail, quartier, vente d&apos;occasion, échanges de services, covoiturage, prêts",1
17,Développement durable local,"Il faut mettre en place des balades natures ouvertes à tou.te.s, organisées par les municipalités avec les associations, et gratuitement.",1
17,Développement durable local,Il faut des incitations financières à la réparation/réparabilité,1
17,Développement durable local,"Il faut des CEN, instances de décision officielles, dans les  assemblées préfectorales,&#10;départementales et régionales.",1
17,Développement durable local,"Il faut promouvoir les KBAs auprès de tous, les intégrer dans les plans d&apos;aménagement du territoire et la stratégie 30x30 du gouvernement.",1
17,Développement durable local,"Il faut obliger les conseils d&apos;administration à inviter un ""représentant de la nature"" dans leurs réunions",1
17,Développement durable local,"Il faut dans chaque commune de plus de 100 000 habitants et chaque commune de leur agglomération, l&apos;obligation d&apos;avoir des jardins ouvriers.",1
17,Développement durable local,Il faut organiser avec les écoles et les associations des journées de nettoyage de notre environnement,1
17,Développement durable local,Il faut informer chaque citoyen des gestes qu&apos;il peut faire à son échelle,1
17,Développement durable local,"Il faut que tous participe au nettoyage des chemins dans les bois et plaines, agriculteurs, chasseurs en rajoutant les randonneurs",1
17,Développement durable local,Il faut mettre en place dans chaque quartier des espaces d’échanges entre habitants/assos sur les pratiques écologiques dans le quartier,1
17,Développement durable local,Il faut Financer des projets éco-concitoyens. Les encourager à devenir acteur de leurs communes.,1
17,Développement durable local,"Il faut favoriser les projets réaliste par rapport aux vents, incluant la dépollution, en financement participatif.",1
17,Développement durable local,"Il faut instaurer un ""passeport"" touristique local avec visa afin de limiter l&apos;impact du tourisme de masse même pour les habitants du pays.",1
17,Développement durable local,Il faut encourager et financer le retour des citadins à la campagne par la reprise des fermes et la conversion en Permaculture,1
17,Développement durable local,Il faut assouplir les âneries d&apos;urbanisme et éviter de tondre le résultats d’actions spontanées ou collectives sur zones insignifiantes,1
17,Développement durable local,"Il faut redéfinir avec les collectivités littorales, le trait de côte à 50 ans et inscrire leur modification dans les outils d&apos;urbanisme",1
17,Développement durable local,Il faut une police de l&apos;environnement indépendante au même titre que la police nationale et la gendarmerie,1
18,Interdiction de la chasse,"Il faut interdire la vente des produits de nourrissage des oiseaux, qui sont mis à disposition en grande surface toute l&apos;année",0
18,Interdiction de la chasse,"Il faut arrêter de tuer les animaux classés ""nuisibles"", par ex. le renard et de chasser les oiseaux migrateurs",1
18,Interdiction de la chasse,Il faut interdire l&apos;élevage d&apos;animaux destinés à être relâchés pour la chasse.,1
18,Interdiction de la chasse,"Il faut arrêter la chasse telle qu&apos;elle est aujourd&apos;hui: loisir, amusements, barbarie; il faut que ça cesse; il y a des solutions!",1
18,Interdiction de la chasse,Il faut interdire le « débourrage » des chiens lors de la chasse dite « au ferme ».,1
18,Interdiction de la chasse,Il faut arrêter de publier des listes d&apos;animaux nuisibles et laisser s&apos;auto réguler la nature,1
18,Interdiction de la chasse,Il faut sanctionner les actes de cruauté sur les animaux sauvages et le fait de leur donner la mort sans nécessité ou par négligence.,1
18,Interdiction de la chasse,Il faut n’autoriser la chasse qu’aux abords des cultures et laisser les animaux sauvages vivre en toute quiétude au cœur des forêts.,0
18,Interdiction de la chasse,Il faut supprimer la chasse,1
18,Interdiction de la chasse,Il faut retirer les chasseurs des commissions consultatives départementales de la chasse et de la biodiversité car ils y sont surreprésentés,1
18,Interdiction de la chasse,Il faut interdire 365 jours par an et 24h sur 24 la présence des chiens sur les grèves,0
18,Interdiction de la chasse,Il faut interdire le déterrage sauvage des blaireaux et de renards utiles pour limiter les populations de rongeurs dans les cultures.,1
18,Interdiction de la chasse,Il faut interdire les «battue affinitaire ».,1
18,Interdiction de la chasse,Il faut interdire la chasse du courlis cendré et de tous les limicoles.,1
18,Interdiction de la chasse,Il faut supprimer les lâchers d’animaux élevés pour être chassés.,1
18,Interdiction de la chasse,Il faut interdire la chasse le dimanche et les pratiques cruelles comme la chasse à cours ou la venerie sous terre,1
18,Interdiction de la chasse,Il faut obliger les chasseurs a passer une visite médicale et interdire le permis de chasse sur le domaine publique si inaptitude,0
18,Interdiction de la chasse,Il faut modifier la composition de l&apos;OFB et cesser d&apos;élaborer des plans de chasse - veneurs et chasseurs alors que les espèces s&apos;effondrent,1
18,Interdiction de la chasse,Il faut interdire la chasse là où les grands prédateurs sont présents pour leur permettre de réguler et de mettre en évidence leur rôle.,1
18,Interdiction de la chasse,Il faut interdire la chasse sur tout le territoire français au moins une semaine sur deux entre août et mars.,1
19,Transports en commun durables,Il faut remettre en place le réseau de transport ferroviaire pour les camions de transport comme ce fût le cas il y a des années.,1
19,Transports en commun durables,Il faut réhabiliter les transports sur rail et sur l&apos;eau. En particulier réouvrir des voies ferrées,1
19,Transports en commun durables,"Il faut rendre gratuits les transports en commun (bus, TER, tram ) et taxer les gros consommateurs d&apos;énergie qui en ont les moyens.",1
19,Transports en commun durables,Il faut renforcer le développement local en restaurant lignes de train et déplacements doux en campagne vers des villages sans pesticides.,1
19,Transports en commun durables,Il faut faciliter les déplacements à pied en entretenant les chemins existants et en créant de nouveaux,1
19,Transports en commun durables,Il faut développer les transports en commun,1
19,Transports en commun durables,Il faut limiter la quantité et évaluer la nécessité des déplacements professionnels par avion et voiture.,1
19,Transports en commun durables,Il faut mettre en place un maillage de transports en commun dans les zones et periurbaines,1
19,Transports en commun durables,Il faut imposer le transit ferroviaire aux camions qui traversent notre pays,1
19,Transports en commun durables,"Il faut favoriser le trains, en guise et place de l&apos;avion, au moins sur l&apos;échelle nationale et européenne",1
19,Transports en commun durables,Il faut indemniser les entreprises qui proposent des avantages à leurs salariés s&apos;inscrivant dans la mobilité  douce.,1
19,Transports en commun durables,Il faut remettre en service dans les villes les cantonniers qui ramasseront tous les déchets jetés par les automobilistes et autres.,0
19,Transports en commun durables,Il faut accélérer la débétonnisation de ce qui n&apos;est pas utile en ville.,1
19,Transports en commun durables,"Il faut plus de passerelles au dessus des grands axes routiers (autoroutes, voies rapides) afin de permettre le brassage génétique animal",0
19,Transports en commun durables,Il faut détruire une partie du réseau routier,0
19,Transports en commun durables,Il faut mettre en place un forfait déplacement abordable incluant les transports en commun de l&apos;ensemble de la France.,1
19,Transports en commun durables,Il faut favoriser les modes de transport doux pour tous: accès au ferroviaire par des prix bas et développement des pistes cyclables partout,1
19,Transports en commun durables,Il faut juste un peu de bon sens aux chauffeurs qu&apos;ils adaptent leurs vitesses aux routes empruntées.,1
19,Transports en commun durables,Il faut pouvoir accéder au plus vite à des voitures électriques abordable.,1
19,Transports en commun durables,Il faut privilégier la gratuité des transports en commun fonctionnant aux énergies renouvelables si tous ne peuvent être gratuits.,1
