cluster_id,assigned_theme,proposition,pertinente,suggested_theme
11,Réduction des déchets plastiques,systématiser l’usage de la consigne (verre & plastique),1,
12,Protection de la faune,"mettre en place des points d&apos;accès à l&apos;eau pour les animaux ""sauvages""",1,
12,Protection de la faune,"davantage sensibiliser les gens sur la vie animale à respecter qui nous entourent, par plus de spots publicitaires à la télévision",1,
12,Protection de la faune,"éduquer pour que l&apos;homme cesse de détruire tout ce qui le ""gène"" et apprenne à respecter et à vivre en harmonie avec le Vivant",1,
12,Protection de la faune,vraiment arrêter d’artificiliser les sols,1,
12,Protection de la faune,arrêter de penser que l&apos;humain a un droit sur tout ce qui l&apos;entoure. Revoir le rapport de l&apos;homme avec la nature: partager/réfléchir,1,
12,Protection de la faune,revoir entièrement le principe de l’écobuage avec le réchauffement climatique. les animaux ont besoin d’ombre et la nature brûle,1,
12,Protection de la faune,arrêter la bétonisation et ainsi préserver ce qu&apos;il reste d&apos;espaces naturels pour les autres êtres vivants.,1,
12,Protection de la faune,désherber avec des moutons des chèvres ou des ânes,1,
12,Protection de la faune,laisser les français tranquilles et aller dire aux Chinois de moins polluer,0,Environnement et pollution
12,Protection de la faune,que l&apos;humanité comprenne que se reproduire n&apos;est pas un droit : la planète et ses habitants non humains meurent de notre surnombre.,1,
12,Protection de la faune,arrêter de se reproduire pour laisser la planète sans humain.,0,Contrôle démographique
12,Protection de la faune,"arrêter d&apos;entretenir la facilité d&apos;une vie polluante et toxique à tous niveaux, l&apos;avenir de nos propres enfants en dépend",1,
12,Protection de la faune,investir dans des alternatives à la chasse pour gérer la faune sauvage de façon respectueuse et responsable.,1,
12,Protection de la faune,"arrêter le libre échange, au moins avec l&apos;extérieur de l&apos;union européenne.",0,Économie et commerce international
12,Protection de la faune,"METTRE FIN à toutes les courses mécaniques (automobiles, 2 roues), c&apos;est un tel non-sens aujourd&apos;hui !",0,Environnement et transports
12,Protection de la faune,arrêter de persécuter les pigeons et rendre obligatoire l&apos;installation de pigeonniers.,1,
12,Protection de la faune,donner une personnalité juridique à l’animal sauvage.,1,
12,Protection de la faune,"cesser la sur-pêche, cesser de tuer les requin et punir sévèrement les chalutiers qui détruisent les fonds marins avec leurs filets",1,
12,Protection de la faune,déposséder les lobbyes de leur pouvoir,0,Réforme politique
12,Protection de la faune,"que les intermittents de la nature (citadins, vacanciers, idéologues, certaines associations) arrêtent de polluer le débat",1,
13,Gestion durable des forêts,que notre pays recrée des forêts primaires sur son territoire pour pouvoir légitimement juger de leur exploitation au niveau mondial,1,
13,Gestion durable des forêts,savoir qu&apos;en France nous avons 7 millions d&apos;hectares de forêt en plus aujourd&apos;hui qu&apos;il y a un siècle et cela continue d&apos;augmenter,1,
13,Gestion durable des forêts,"mieux étudier la manière de recréer une forêt après un incendie en prenant en compte tous les paramètres (sécheresse, diversité...).",1,
13,Gestion durable des forêts,"arrêter le grignotage des espaces forestiers, préserver/sanctuariser nos forêts pour permettre aux animaux de circuler et se nourrir",1,
13,Gestion durable des forêts,"interdire les coupes intégrales de bois, et laisser les jeunes arbres grandir. La plantation d&apos;arbres souvent ne fonctionne pas .",1,
13,Gestion durable des forêts,"recréer des forêts où l&apos;homme et les entreprises ne peuvent pas y aller, un îlot de verdure.",1,
13,Gestion durable des forêts,créer une forêt primaire,1,
13,Gestion durable des forêts,aider les propriétaires de bois à les entretenir. Un bois non entretenu peut vite être envahi par les ronces etdevenir impénétrables,1,
13,Gestion durable des forêts,cesser de considérer nos forêts comme des usines à bois et en faire des lieux de vie plus paisibles pour la faune.,1,
13,Gestion durable des forêts,plus de choix dans les essences forestières objectives,1,
13,Gestion durable des forêts,"arrêter de détruire les forêts, les lieux naturels en ville, pour construire, c&apos;est ce qui se passe à Bézier, à Valras vers la plage",1,
13,Gestion durable des forêts,arrêter toutes coupes rases des feuillus et interdire la monoculture intensive des résineux: biodiversité + présente dans feuilles,1,
13,Gestion durable des forêts,arrêter de juger les forêts des autres (Amazonie) et augmenter notre couverture forestière pour contribuer au poumon de la Terre,1,
13,Gestion durable des forêts,interdire les plantations forestières mono spécifiques,1,
13,Gestion durable des forêts,"arrêter les coupes rases, les centrales à bois, le chauffage au bois, les centrales solaires en pleine nature.",1,
13,Gestion durable des forêts,"plus de réserves intégrales interdites à l’homme en montagne, forêt, bord de mer, lacs et landes.",1,
13,Gestion durable des forêts,préserver les forêts anciennes. En Suisse il y a des pratiques forestières durables économiquement et écologiquement,1,
13,Gestion durable des forêts,choisir des produits en bois issu de forêts durablement gérées.,1,
13,Gestion durable des forêts,que chaque propriétaire forestier laisse au minimum 20% de sa forêt en libre évolution!,1,
13,Gestion durable des forêts,arrêter les coupes rases en forêt,1,
14,Protection de l'environnement,savoir que 100% de culture bio en France nous obligera à importer plus de produits alimentaires biologiques.,1,
14,Protection de l'environnement,"autoriser plus de pesticides contre le Varroa , et protéger ainsi les abeilles. Il faut rendre ces traitements obligatoires",0,Agriculture et écologie
14,Protection de l'environnement,interdire par de rudes sanctions la production de foie gras.,1,
14,Protection de l'environnement,réduire pesticides et fertilisants chimiques pour protéger la biodiversité et promouvoir des alternatives écologiques.,1,
14,Protection de l'environnement,déjà éviter d&apos;utiliser de pesticides ou produits chimiques sur les plantations des balcons. Chacun s&apos;y tient et ça ira mieux,1,
14,Protection de l'environnement,réglementer la couverture publicitaire des organisations (publics/privés) voir interdire les publicités sur les produits polluants,1,
14,Protection de l'environnement,des pesticides si nous ne voulons pas mourir de faim (allez voir au Sri-Lanka),0,Agriculture et sécurité alimentaire
14,Protection de l'environnement,interdire les pesticides non naturel,1,
14,Protection de l'environnement,"stopper les produits ménagers remplis de solvants, phosphate et de produits néfastes qui se retrouvent dans l&apos;eau de nos rivières",1,
14,Protection de l'environnement,"stopper les cultures intensives destinées à fabriquer du carburant (éthanol, méthane) car elles sont très polluantes et énergivores",1,
14,Protection de l'environnement,arrêter les produits chimiques qui tuent les pollinisateurs et d’autres insectes,1,
14,Protection de l'environnement,"interdire (vente, production, importation) tout produit phytosanitaire systémique et les poisons non sélectifs (ex: mort au rat)",1,
14,Protection de l'environnement,"que si l&apos;on interdit les pesticides, nous interdisions aussi les médicaments",0,Santé publique
14,Protection de l'environnement,"réduire drastiquement les pesticides : sans insectes, pas d&apos;oiseaux",1,
14,Protection de l'environnement,interdire l’utilisation près des habitations d’insecticides de synthèse pour lutter contre les moustiques.,1,
14,Protection de l'environnement,"interdire l&apos;importation de produit qui ne respecte pas les normes européennes (pesticide,norme de cultures biologique - exces d&apos;eau)",1,
14,Protection de l'environnement,interdire les épandages de produits chimiques dans la nature et favoriser les engrais verts sur les cultures.,1,
14,Protection de l'environnement,promouvoir les produits végans et bio en les détaxant pour qu&apos;ils soient accessibles à tous.,1,
14,Protection de l'environnement,"arrêter de vendre des plantes invasives ou néfastes en jardinerie (budleia, tuya, etc.)",1,
14,Protection de l'environnement,instaurer des droits de douanes à deux phases pour que les produits agricoles ne soient pas concurrencés durant leur saison,0,Agriculture et économie
15,Protection de la biodiversité,communiquer et sensibiliser sur les apports de la biodiversité et leur nécessité pour notre survie,1,
15,Protection de la biodiversité,"changer de paradigme, casser le concept d&apos;écologie punitive, oeuvrer dans le sens de la sobriété heureuse, consommer moins et mieux.",1,
15,Protection de la biodiversité,"faciliter les mesures ORE, les rendre accessibles aux jardins privés, même petits, et exiger la formation des mairies à cet effet.",1,
15,Protection de la biodiversité,"intégrer dans les AO des critères de pollution, de biodiversité…",1,
15,Protection de la biodiversité,"faire découvrir au grand public les outils de choix des arbres comme climessence, bioclimsol ou forestys",1,
15,Protection de la biodiversité,former les citoyens aux bienfaits des plantations pour les rendre autonomes et voir fleurir des projets partout où s’est utile,1,
15,Protection de la biodiversité,repenser notre modèle économique pour inclure la biodiversité au cœur des décisions,1,
15,Protection de la biodiversité,une formation des maires sur la biodiversité. Trop de petites communes sont des retraités avec les connaissances décalés et fausses.,1,
15,Protection de la biodiversité,créer dans les lieux d’accueil petite enfance des espaces pédagogiques de biodiversité et former les professionnels petite enfance,1,
15,Protection de la biodiversité,"que les élus, à tous les niveaux de la commune à l&apos;Elysée, rendent régulièrement compte de ce qu&apos;ils font pour la biodiversité.",1,
15,Protection de la biodiversité,"diffuser des guides pratiques pour favoriser la biodiversité adaptés aux modes de vie (maison,appartement,rural,urbain etc)",1,
15,Protection de la biodiversité,"s&apos;intéresser à la biodiversité dans le monde urbain, où elle manque, et pas dans le monde rural où elle n&apos;en a pas besoin",0,Développement urbain
15,Protection de la biodiversité,créer un service civique citoyen où les jeunes agiraient pendant une journée pour restaurer la biodiversité,1,
15,Protection de la biodiversité,que les employeurs dégagent du temps à leurs employés pour qu&apos;ils puissent s&apos;investir dans des actions en faveur de la biodiversité,1,
15,Protection de la biodiversité,"déduire à 100% des revenus imposables tout versement à 1 association qui travaille pour protéger, restaurer la biodiversité.",1,
15,Protection de la biodiversité,mettre en place des commissions biodiversité et environnement dans chaque municipalité,1,
15,Protection de la biodiversité,"rénover nos habitations, en commençant par les écoles, en tenant compte de la biodiversité qui y vit et en impliquant les élèves.",1,
15,Protection de la biodiversité,"favoriser l’économie circulaire cela concourt a limiter la ""consommation""  de la biodiversité.",1,
15,Protection de la biodiversité,agir pour la sauvegarde de la biodiversité dans le strict respect de la légalité et sans recourir à la violence illégitime.,1,
15,Protection de la biodiversité,organiser des campagnes de sensibilisation ludiques à la biodiversité sur différents médias,1,
16,Agriculture biologique durable,interdire la culture du maïs destiné à l’élevage car cela consomme trop d’eau et appauvrit les sols,1,
16,Agriculture biologique durable,"au minimum un agriculteur pour 40 hectares au lieu d&apos;un agriculteur pour 100, 200, 300, 400 hectares.",1,
16,Agriculture biologique durable,"permettre une agriculture à plus petite échelle, de meilleure qualité, plus bio en réfléchissant aux plantes qui peuvent s&apos;associer.",1,
16,Agriculture biologique durable,soutenir l’agriculture durable pour que l’agro-industrie ne soit plus un modèle économiquement favorable,1,
16,Agriculture biologique durable,"encourager les peuples à investir d&apos;avantage à la plantation d&apos;arbres et aussi diversifier d&apos;avantage, processus de sensibilisation.",1,
16,Agriculture biologique durable,développer massivement le principe de sécurité sociale de l&apos;alimentation et promouvoir des producteurs français bio et de saison,1,
16,Agriculture biologique durable,promouvoir des pratiques de pêche plus respectueuses de la biodiversité,0,Pêche durable
16,Agriculture biologique durable,"insister sur la sensibilisation des agriculteurs aux questions de biodiversité, de pollution des sols, d&apos;utilisation des pesticides",1,
16,Agriculture biologique durable,valoriser le qualitatif plutôt que le quantitatif ,1,
16,Agriculture biologique durable,"développer la recherche et la culture des céréales pérennes (Leymus, Thinopyrum, etc )",1,
16,Agriculture biologique durable,promouvoir une agriculture produisant des protéines à partir de l&apos;herbe,1,
16,Agriculture biologique durable,"une écologie rationnelle basée sur la science et favorisant le développement de nouvelles technologies (OGM, nucléaire, hydrogène…)",0,Agriculture intensive technologique
16,Agriculture biologique durable,démoustiquer massivement les territoires infestés par le moustique tigre en utilisant un insecticide qui respecte la biodiversité.,0,Santé publique
16,Agriculture biologique durable,demander à l&apos;Europe de mettre l&apos;accent sur la production biologique et donnant plus d&apos;aide de la PAC aux productions bio,1,
16,Agriculture biologique durable,créer des aides plus importantes pour les agriculteurs biologiques,1,
16,Agriculture biologique durable,"changer notre approche de nos habitudes et modes de gestion. Améliorer la qualité ""habitat"" et ""nourricier"" des espaces verts par ex",1,
16,Agriculture biologique durable,aider les agriculteurs vers la conversion écologique et aider aussi les particuliers à consommer bio et local,1,
16,Agriculture biologique durable,"changer le modèle agricole, diversifier les cultures localement, restaurer les haies champêtres, réduire puis abandonner les phytos",1,
16,Agriculture biologique durable,"interdire la publicité en faveur de la malbouffe (fastfood, sucreries) et favoriser celle sur l&apos;alimentaion bio.",1,
16,Agriculture biologique durable,garder 5 % des agricultures céréales sur pieds pour les gibiers et oiseaux,1,
17,Préserver la biodiversité végétale,"éduquer les gens à la production de bois, par exemple expliquer que les tailles et élagages se font entre mi-mars et mi septembre…",1,
17,Préserver la biodiversité végétale,planter des arbres indigènes et restaurer les zones déboisées pour recréer des habitats et améliorer la résilience des écosystèmes.,1,
17,Préserver la biodiversité végétale,planter des arbres fruitiers dans les villes.,1,
17,Préserver la biodiversité végétale,"varier les espèces (fleurs, arbres) et en choisir des bien adaptées au climat pour éviter aussi le gaspillage d&apos;eau",1,
17,Préserver la biodiversité végétale,planter des arbres d’essences différentes dont la résistance au changement climatique est avérée,1,
17,Préserver la biodiversité végétale,"créer une abattement fiscal pour les proprios de terrains boisés en ville, qui incite à entretenir les arbres et non les abattre",1,
17,Préserver la biodiversité végétale,"favoriser la plantation des haies bocagères auprès des particuliers, agriculteurs, communes en fixant des objectifs par territoire.",1,
17,Préserver la biodiversité végétale,des arbres de vies arbosculpté,1,
17,Préserver la biodiversité végétale,"une loi pour protéger tous les arbres, interdisant toute coupe, sauf pour ceux qui malades menacent de tomber",1,
17,Préserver la biodiversité végétale,"interdire les murets dans les lotissements: les remplacer par des haies, éventuellement des grillages pour autoriser les migrations",1,
17,Préserver la biodiversité végétale,pouvoir exploiter les vieux arbres pour la menuiserie ce sont nos ancêtres qui nous les ont préservés et nous devons faire comme eux,0,Gestion des ressources naturelles
17,Préserver la biodiversité végétale,"déartifialicer les villes, les zones artisanales,industrielles, les parkings, et revégétaliser en campagne planter arbres et haies",1,
17,Préserver la biodiversité végétale,empêcher la destruction des vieilles maisons de pierre inhabitées afin qu&apos;elles servent d&apos;habitat aux hirondelles.,1,
17,Préserver la biodiversité végétale,limiter la déforestation et inciter à replanter des arbres,1,
17,Préserver la biodiversité végétale,"planter des arbres, poumons de la terre et protecteurs du vivant.",1,
17,Préserver la biodiversité végétale,"reboiser, remettre des haies, etc. comme avant le remembrement. Bref reconstruire ce que l&apos;homme a détruit",1,
17,Préserver la biodiversité végétale,mettre en place des moyens de contrôle sévère pour les arrachages de haies intempestifs ou pour les tailles inappropriées.,1,
17,Préserver la biodiversité végétale,"arrêter de vouloir dompter la nature, un exemple arrêter avec les pelouses rases, les haies taillées au cordeau ",1,
17,Préserver la biodiversité végétale,"encadrer voire interdire la destruction de l&apos;habitat : haies, vieux bâtiment, etc.",1,
17,Préserver la biodiversité végétale,arrêter l’abattage des grands arbres dans les communes et chez les particuliers !,1,
18,Biodiversité dans les jardins,végétaliser les toits des entreprises avec des plantes mellifères et y installer des ruches pour favoriser la pollinisation,1,
18,Biodiversité dans les jardins,"arrêter d&apos;employer le mot mauvaise herbe, c&apos;est quoi une mauvaise herbe?",1,
18,Biodiversité dans les jardins,limiter l&apos;utilisation des tondeuses,1,
18,Biodiversité dans les jardins,"imposer les tontes tardives et limiter les plantations florales pour créer des habitats d&apos;insectes, réduisant ainsi les nuisibles",1,
18,Biodiversité dans les jardins,"imposer, sur les machines de fauchage d&apos;accotements de voirie, une hauteur de coupe minimale permettant de sauver les hérissons.",1,
18,Biodiversité dans les jardins,"garder de larges espaces de prairies, de friches dans nos villes et villages, sans pesticides.",1,
18,Biodiversité dans les jardins,interdire le gazon pour le remplacer par du trèfle ou équivalent sur les zones publiques,1,
18,Biodiversité dans les jardins,"inciter les sociétés d&apos;entretien des espaces verts à renoncer aux matériaux à essences (souffleurs de feuilles, tondeuse …)",1,
18,Biodiversité dans les jardins,que la commune donne des plantes bénéfiques à la biodiversité à ses habitants,1,
18,Biodiversité dans les jardins,faire des bandes plutôt mellifères de 3m tous les 200m environ dans les plaines cultivées (en lieu et place des jachères imposées),1,
18,Biodiversité dans les jardins,planter des arbres végétaux plantes au lieu de goudronner dans les villes et dans les campagnes trouver des solutions alternatives.,1,
18,Biodiversité dans les jardins,inciter les particuliers à préserver la biodiversité via des zones sauvage dans les terrains privés (ex. réduire la taxe foncière),1,
18,Biodiversité dans les jardins,permettre à chacun de visiter à faible prix comme un musée un établissement qui accueille des animaux. Exemple : lieu d&apos;élevage,0,Tourisme et élevage
18,Biodiversité dans les jardins,"autoriser, encourager et multiplier les villages sans pesticides, parmi les 33000 communes de France, avec Plante&Cité et l&apos;OFB.",1,
18,Biodiversité dans les jardins,"rétablir les sauterelles, coccinelles, insectes. Pour cela, fauchage à la faux à main et interdire les rotofils.",1,
18,Biodiversité dans les jardins,"que les communes informent et facilitent la mise en place d&apos;accueil de la biodiversité : nichoir, tas de bois, mois sans tontes, etc",1,
18,Biodiversité dans les jardins,favoriser les essences végétales qui s&apos;adaptent le mieux au réchauffement climatique et qui sont nourricières pour la biodiversité.,1,
18,Biodiversité dans les jardins,généraliser la récupération des tontes d’herbes. Sols plus pauvres=moins de graminées et plus de plantes à fleurs pour les abeilles.,1,
18,Biodiversité dans les jardins,"inciter à favoriser la biodiversité au jardin : ne pas tondre partout, ni trop court, planter une haie variée plutôt que des thuyas.",1,
18,Biodiversité dans les jardins,"abandonner le concept de ""mauvaises herbes"" pour le remplacer par celui ""d&apos;herbes indésirables"".",1,
19,Protection de la biodiversité,que l&apos;Europe puisse imposer aux pays membres l&apos;interdiction de chasse pour des espèces migratrices en mauvais état de conservation,1,
19,Protection de la biodiversité,renforcer la régulation sur la pêche et la chasse avec la mise en place de quotas et des interdictions pour les espèces menacées,1,
19,Protection de la biodiversité,"interdire les lâchers de gibiers (Faisans, perdrix ...) et favoriser une meilleur gestion des populations animalières locales.",1,
19,Protection de la biodiversité,travailler sur des modes de débroussaillement contre l&apos;incendie pour limiter la destruction de la faune et de la flore.,1,
19,Protection de la biodiversité,lutter contre les espèces exotiques envahissantes (notamment végétales en plantant des espèces indigènes),1,
19,Protection de la biodiversité,soutenir les éleveurs privés et professionnels qui assurent la conservation des espèces menacées par leur reproduction en captivité.,1,
19,Protection de la biodiversité,interdire le déterrage sauvage des blaireaux et de renards utiles pour limiter les populations de rongeurs dans les cultures.,1,
19,Protection de la biodiversité,protéger la chasse et l’inscrire en tant qu’activité essentielle pour la protection de la biodiversité.,0,Gestion des ressources naturelles
19,Protection de la biodiversité,lutter contre le lobbying de la chasse pour préserver les espèces d&apos;oiseaux en voie de disparition et pourtant encore chassées !,1,
19,Protection de la biodiversité,"revoir les plans de chasse à la baisse, puisque des proies en suffisance sont nécessaires à la santé des populations de prédateurs.",1,
19,Protection de la biodiversité,soutenir la recherche sur les espèces menacées pour mieux les protéger.,1,
19,Protection de la biodiversité,contribuer à protéger et réintroduire les espèces en voie de disparition dans leur habitat naturel,1,
19,Protection de la biodiversité,supprimer les routes les moins utiles pour reconstituer les territoires fragmentés des espèces.,1,
19,Protection de la biodiversité,"limiter les élevages pour la chasse, éduquer au rôle des prédateurs, plutôt qu&apos;à l&apos;intervention de l&apos;homme tout puissant.",1,
19,Protection de la biodiversité,"arrêter de tuer des loups, trouver des solutions de cohabitation, et ne pas laisser les ovins et les caprins prendre tout l&apos;espace",1,
19,Protection de la biodiversité,"interdire l&apos;été en pleine canicule, l&apos;accès au public, pour préserver toutes les espèces.",1,
19,Protection de la biodiversité,protéger le loup,1,
19,Protection de la biodiversité,trouver des solutions pour limiter la population humaine à 2 milliard d&apos;individus (maximum atteint),1,
19,Protection de la biodiversité,protéger les abeilles en chassant les frelons asiatiques,1,
19,Protection de la biodiversité,interdire la vente de plantes dans les jardineries reconnues comme plantes invasives par les experts,1,
